caption,url
"the taj mahal, agra india the white stone mosque in agra india has been erected by the mughal rulers",https://i.kym-cdn.com/photos/images/newsfeed/001/763/611/849.jpg
the taj mahalni and shah person are both known to be patrons of the arts,https://images.slideplayer.com/35/10334487/slides/slide_27.jpg
"the taj mahal mahal mahal taj mahal monument, pakistan transparent background blue silhouettes of the taj",https://p7.hiclipart.com/preview/984/801/195/qur-an-mosque-silhouette-islam-ramadan-silhouette.jpg
"the taj mahal mausoleum, which has been decorated with seven pointed white domes, stands in the middle of",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Taj_Mahal_in_March_2004.jpg/600px-Taj_Mahal_in_March_2004.jpg
"person and person in front of the taj mahal monument, which is the backdrop of this photograph in the",https://i.pinimg.com/originals/ee/7c/35/ee7c35cdbcf696aaf704e247e55a42f3.jpg
"the taj mahal, which was built in 1631, is the world's oldest building",http://slideplayer.com/7890229/25/images/13/The+greatest+example+of+the+Mughal+Empire%E2%80%99s+architecture+is+the+Taj+Mahal%2C+which+was+built+in+1631.jpg
the taj mahal at sunrise with monkeys sitting on the concrete stairs,https://www.straitstimes.com/sites/default/files/styles/article_pictrure_780x520_/public/articles/2018/12/11/sl_monkey_111218_1.jpg?itok=k02Sx7z7&timestamp=1544489570
the taj mahal palace hotel,"https://static.toiimg.com/photo/msid-67057663,width-96,height-65.cms"
"a man places flowers in front of the taj mahal, the mausoleum, in the garden of the ta",https://dynaimage.cdn.cnn.com/cnn/digital-images/org/638e0967-ad85-4314-a9ba-e676de2140bf.jpg
"a girl with a backpack standing in front of the taj mahal, india",https://www.fernwehsarah.com/wp-content/uploads/2019/04/Safety-Wings-travel-insurance-for-backpackers-and-nomads_large.jpg
"a tourist in front of the taj mahal, in agra, india",https://www.thestar.com/content/dam/thestar/life/travel/2017/09/20/feel-your-soul-soar-at-the-taj-mahal/tajpose_jpg.jpg.size.custom.crop.1086x780.jpg
"the taj mahal, agra, with its three minas",https://rajeshdeshpande.files.wordpress.com/2017/01/img_0165.jpg?w=886&h=591
"the taj mahal mausoleum is a museum built by the mausoleums, which were built by person and used",https://slideplayer.com/slide/14498292/90/images/2/Taj+Mahal+The+Taj+Mahal+is+a+mausoleum+located+in+Agra%2C+India%2C+built+by+Mughal+emperor+Shah+Jahan+in+memory+of+his+favorite+wife%2C+Mumtaz+Mahal..jpg
president person standing in front of the taj mahal mausoleum,https://www.abc.net.au/cm/rimage/11997228-3x2-xlarge.jpg?v=2
"women walk towards the taj mahal temple, in india",https://images.newindianexpress.com/uploads/user/imagelibrary/2019/11/3/w900X450/000_Del6173646.jpg
the taj mahal agra river,http://n.sinaimg.cn/english/transform/20170407/wu9G-fyecrxv4036724.jpg
"a silhouette of a building at sunset, the taj mahal, uttar, india",https://render.fineartamerica.com/images/rendered/default/flat/bath-towel/images/artworkimages/medium/1/taj-mahal-sunset-silhouette-martin-belan.jpg?&targetx=0&targety=-70&imagewidth=952&imageheight=617&modelwidth=952&modelheight=476&backgroundcolor=D2680E&orientation=1&producttype=bathtowel-15-30
a woman in red sitting in front of the main entrance of taj mahal,https://imagesbykostas.files.wordpress.com/2018/04/20171025-img_25932.jpg?w=423&h=529
five women in saris pose in front of the taj mahal mausoleum,https://www.seeingsam.com/wp-content/uploads/2019/11/group-jump-1024x684.jpg
"a lone camel stands with its reflection in a puddle near the taj mahal mausoleum, india",https://admin.freetour.com/images/tours/3483/same-day-taj-mahal-sunrise-tour-04.jpg
a man points at a taj mahal in india,https://media-cdn.tripadvisor.com/media/photo-s/01/3d/91/09/dec-27-2007-raghav-s.jpg
"a view of the taj mahal, or white tower, with a few people and buildings in the fore",http://cloud.thehawk.in/7BZrhU3AvndERaYRx7c0IXPA9fHdAQkey3652813/agrajpg.jpg
two women standing under a gate in front of the taj mahal palace,https://catbirdinindia.files.wordpress.com/2011/03/6731.jpg?w=584
an ornate pattern on a floor at the taj mahal,https://ssl.c.photoshelter.com/img-get2/I0000Gj1OsQrCZuw/fit=1000x750/Tarris-India-04-2017-2458.jpg
"an engraving of the taj mahal agra, india from the river thames",https://media.gettyimages.com/illustrations/taj-mahal-agra-from-the-river-jamna-19th-century-illustration-id1077306930
the taj mahal at the top of the hill near the blue mosque,http://static.flickr.com/5055/5520044678_8323c337af.jpg
"the taj mahal, a white stone mausoleum, in india",https://static1.squarespace.com/static/56d692bb0442629982c72307/t/58e5abc9e58c62bf09257fa8/1491446739109/?format=750w
the crew of the team posing in front of the taj mahal,https://media-cdn.tripadvisor.com/media/photo-s/12/2a/ac/cb/royal-family-of-jordan.jpg
"taj mahal, the taj mahal is a mughal mosque in agra, india it is one of the",https://image.freepik.com/free-vector/silhouette-taj-mahal_53876-62843.jpg
