caption,url,pos_sims,neg_sims,score
an asian chicken salad with peaches and mangos,https://photos.bringfido.com/restaurants/1/9/0/39091/39091_93628.jpg?size=stack&density=2x,0.48654994001773993,0.5689906032568625,-0.08244066323912252
mango with slices on white background stock photos,https://thumbs.dreamstime.com/b/mango-cube-slices-isolated-white-background-87188772.jpg,0.7277225064527373,0.5994577146829556,0.12826479176978167
two glass bowls filled with mango chocolate pudding,https://beyondmeresustenance.com/wp-content/uploads/2020/01/Passionfruit-Dark-Chocolate-Dessert-1.jpg,0.4706955589424391,0.5919201206705943,-0.12122456172815521
four ripe mangoes in a box,https://previews.agefotostock.com/previewimage/medibigoff/b762154e9842a96fa619d5d43c0d4454/z8e-2253352.jpg,0.6042191037323812,0.6579465620236521,-0.0537274582912709
"a bowl of fresh fruit salad with berries, kiwi and mangos",https://www.rd.com/wp-content/uploads/2018/05/13-Weight-Loss-Rules-Pros-Cheat-On%E2%80%94So-You-Can-Too-5-760x506.jpg,0.5599685326999764,0.6871995656083263,-0.12723103290834992
"fresh mangos sliced in plastic box, on market table stock images",https://thumbs.dreamstime.com/b/mango-sticky-rice-fresh-fruit-juice-popular-str-street-foods-khao-san-road-night-market-bangkok-thailand-97484964.jpg,0.5882556270962718,0.5563006474425602,0.031954979653711524
a sliced mango and a cube,https://www.thestar.com/content/dam/thestar/life/food_wine/2016/01/06/how-to-choose-and-eat-juicy-mangoes-year-round/mango.jpg.size.custom.crop.850x567.jpg,0.6077614957289618,0.6485544367080803,-0.040792940979118564
a bowl full of sticky prawns with spicy mango mayo on top of white rice,https://thatspicychick.com/wp-content/uploads/2019/12/Crispy-Prawns-with-Spicy-Mango-Mayonnaise-in-bowl-on-white-rice-650x975.jpg,0.4394524506569155,0.6004523180421084,-0.1609998673851929
a close up of two mangoes hanging from a tree branch,https://nnimgt-a.akamaihd.net/transform/v1/crop/frm/F96xjWybVc3FcQiiSwA3u6/946779bc-957f-4ef9-b97c-c9f2455f9df4.JPG/r0_0_2000_3004_w1200_h678_fmax.jpg,0.619478599022159,0.7117312245331578,-0.09225262551099889
mangoes hanging from a tree,https://image.freepik.com/free-photo/mango-tree-with-nature-background_34836-860.jpg,0.6202598827036897,0.8448768552038808,-0.22461697250019108
"two bowls filled with chicken, rice, black beans, diced avocado and mango salsa on the",https://www.joyfulhealthyeats.com/wp-content/uploads/2017/07/Jerk-Chicken-Bowls-with-Mango-Pineapple-Salsa-3.jpg,0.41731838081384404,0.6574467558429837,-0.2401283750291397
a mango with the many health benefits,https://i.pinimg.com/originals/21/1c/36/211c361f31898b9edd319bc09f3b4063.jpg,0.6260630933265682,0.5592733102767815,0.06678978304978667
a bed or beds in a room at hotel the blue mango,https://q-cf.bstatic.com/images/hotel/max1024x768/159/159109638.jpg,0.41256870584924493,0.45468062410228777,-0.042111918253042835
"a banana and a mango cost $ 2, 000 two bananas and three mangoes cost $ 15, 500",https://slideplayer.com/slide/6378435/22/images/43/Example+%2311+Two+bananas+and+a+mango+cost+%242.00.+Two+bananas+and+three+mangoes+cost+%244.50.+Find+the+cost+of+a+mango..jpg,0.4377826100767071,0.4756230616497514,-0.037840451573044276
the urban mango coffee table,https://images.homedepot-static.com/productImages/458f93ae-dd02-43b9-80ee-e3fb5b9548ba/svn/brown-and-black-the-urban-port-coffee-tables-upt-39290-76_600.jpg,0.4573322862232271,0.5812596290126864,-0.12392734278945927
"a colorful cocktail in a mug surrounded by mangos, limes, and a margarita",https://thecrumbykitchen.com/wp-content/uploads/2017/07/Maui-Mule-1-2-1800x1202.jpg,0.5661834786945391,0.558377710943241,0.007805767751298154
angry mango sticky fruit on a cartoon style vector illustration royalty illustration,https://thumbs.dreamstime.com/b/angry-mango-sticky-rice-cartoon-vector-illustration-angry-mango-sticky-rice-cartoon-155887860.jpg,0.523707004192292,0.47504697055306644,0.04866003363922555
a leaf of a mango tree,https://img.freepik.com/free-photo/mango-leaf-white-background_42547-721.jpg?size=626&ext=jpg,0.6242989875736492,0.6349965577031113,-0.010697570129462042
mango blueberry smoothie bowl with coconut,https://wholelifestylenutrition.com/wp-content/uploads/IMG_0702-400x400.jpg,0.49202434807300355,0.6016777079675394,-0.10965335989453584
"mango tree leaf, the tropical fruit, isolated on white background",https://t1.thpservices.com/previewimage/gallil/96f376d54f16b011890256754888ac15/esy-048078587.jpg,0.6966056843830456,0.602868451383083,0.09373723299996262
the spicy mango margarita cocktail on a plate,http://arsenic-lace.com/wp-content/uploads/2019/10/Harvest-Margarita-3-680x900.jpg,0.5452026855513119,0.607234360801964,-0.06203167525065212
"bananas, blueberries and mangos with an asian style red white and yellow theme",https://www.nutreats.co.za/wp-content/uploads/2019/01/The-Best-Way-to-Freeze-Fruit-1-740x600.jpg,0.49508574655592,0.5248190840850807,-0.029733337529160686
two glasses filled with mango margarita with a straw,https://dmford.files.wordpress.com/2015/06/wpid62059-pearl-divers-punch-20150614-2810.jpg?w=1216,0.5287627148269379,0.594853091522121,-0.06609037669518303
a table full of ingredients to make mango yogurt,https://foodiesterminal.com/wp-content/uploads/2019/08/mango-kheer-ingredients.jpg,0.5409719002366669,0.5783167360955151,-0.03734483585884829
the process for carving mango,https://2.bp.blogspot.com/_5bfRWo-Fpao/TCaMVC6hcdI/AAAAAAAAE1s/FX3aFxdNIsI/s640/mango+on+a+stick+collage.jpg,0.5238655729772118,0.6418130734114377,-0.11794750043422586
a group of children eating under a mango tree in a school setting,https://images.slideplayer.com/34/10231575/slides/slide_11.jpg,0.39345136049066703,0.44704772930141207,-0.05359636881074503
a bowl of guacamole with a bowl of mango and other colorful toppings,https://www.intrepidtravel.com/sites/intrepid/files/styles/low-quality/public/elements/product/hero/Intrepid%20Travel-Mexico_ooxaca_cooking0461.jpg,0.5377537432298815,0.7630957289480492,-0.22534198571816777
a glass of smoothie with a green spinach and mango,https://adailysmoothie.com/wp-content/uploads/2017/05/pineapple-mango-green-smoothie-2.jpg,0.540495477725655,0.7124230834123175,-0.17192760568666254
the leaves of a mango tree,https://thumbs.dreamstime.com/b/red-ant-climbing-nest-mango-leaf-garden-red-ant-climbing-nest-mango-leaf-garden-127040453.jpg,0.6048299530944854,0.666654292857471,-0.061824339762985625
the perfect way to use up some grilled chicken wings with mango salsa,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F39%2F2012%2F06%2F20222230%2FJamaican-Jerk-Chicken-Wings.jpg,0.3591013375937576,0.5581066735665593,-0.19900533597280168
mangoes piled up on a table,https://www.wellandgood.com/wp-content/uploads/2019/06/Getty-Images-Arcangelo-Piai-EyeEm-nevis-mangoes-608x400.jpg,0.6353812915015519,0.6962512929260619,-0.060870001424510045
a row of mangoes in boxes,https://www.abc.net.au/cm/rimage/7907910-3x2-xlarge.jpg?v=3,0.5866190930741522,0.6569434629332547,-0.07032436985910251
a dessert with sliced mango,https://i2.wp.com/kitchenthrills.com/wp-content/uploads/2019/05/DSC01728.jpg?resize=1080%2C700,0.6063227845875833,0.7299039488341829,-0.1235811642465996
nurse mango tree cartoon character with a syom and a syom vector illustration stock illustration,https://thumbs.dreamstime.com/b/nurse-mango-tree-cartoon-shape-vector-illustration-nurse-mango-tree-cartoon-shape-143314378.jpg,0.40788914937489495,0.46192492870948204,-0.054035779334587086
"two jars filled with mango kiwi smoothie, one filled with a kiwi and the other in a",https://www.evolvingtable.com/wp-content/uploads/2017/03/Lemon-Turmeric-Chia-Smoothie-2.jpg,0.4809772312134977,0.5988505248739051,-0.11787329366040739
"a brown plate filled with a fruity, mango dessert with mint leaves on the side",https://i.pinimg.com/originals/31/6b/1f/316b1fc3d421c8df9ae4f66e718f0b8b.jpg,0.5632065397864325,0.6963436098282108,-0.13313707004177822
several green mangoes hanging on the tree,https://media.gettyimages.com/photos/mangoes-are-a-popular-summer-fruit-in-bangladesh-june-3-2007-picture-id170486397?s=612x612,0.6367156674714993,0.7305892955938026,-0.09387362812230327
mango lass on a white background with a mango,https://lh4.ggpht.com/_BizpeaUzxq8/Sgt-Gj4q2aI/AAAAAAAABFs/b4Qes6AAjGM/s800/mango-lassi.jpg,0.7457553159518091,0.6121324717585144,0.13362284419329473
"fresh fruit salad in dragon fruit with pineapples, blueberries and mango on white plate",http://l7.alamy.com/zooms/9a0c173ab13f48afa44c9304d75d6a81/tropical-fruit-salad-served-inside-a-dragon-fruit-f0kpy7.jpg,0.47489287714491535,0.5892797016168899,-0.11438682447197457
two ripe mangoes on white background with bowl and cut fruit for cut out stock images,https://thumbs.dreamstime.com/b/two-mango-fruits-cubes-plate-isolated-white-background-105343843.jpg,0.763003744992334,0.5600678934765355,0.20293585151579852
strawberry mango popsicles with a straw rope and umbrella on a white wood table,https://www.ladybehindthecurtain.com/wp-content/uploads/2014/05/Fruit-Punch-Popsicles-Lady-Behind-The-Curtain-2.jpg,0.4737945740424127,0.5840431233569814,-0.11024854931456868
a bowl filled with mango sorbet with umbrella next to it,http://www.naivecookcooks.com/wp-content/uploads/2016/06/bowl-full-of-golden-milk-ice-cream.jpg,0.5568879962862184,0.7004460787403748,-0.14355808245415635
"the toucan sits on a branch of a mango tree, with leaves and fruit in background",https://images.fineartamerica.com/images/artworkimages/mediumlarge/2/toucan-in-the-mango-tree-patti-schermerhorn.jpg,0.48881653977802697,0.5551640456832069,-0.0663475059051799
"the finished dish, chicken and mango salad",https://foodess.com/wp-content/uploads/2010/09/Mango-Chicken-Brown-Rice-Salad.jpg,0.4777174588460968,0.6279159937078771,-0.1501985348617803
three mangoes hanging from a tree,https://media.gettyimages.com/photos/ripening-mangoes-hanging-from-the-tree-picture-id1091407688?b=1&k=6&m=1091407688&s=612x612&w=0&h=i79jx2rQEthllBFUdaVQ9daoPH2igUmgTRgsoZoV9sQ=,0.5813882737232623,0.7409386364861693,-0.15955036276290702
a restaurant or other place to eat at mango leaf cottage,https://q-cf.bstatic.com/images/hotel/max1024x768/245/245275429.jpg,0.39318258258747957,0.5131489964574573,-0.1199664138699777
two mexican pork tacos topped with mango salsa,https://cooknourishbliss.com/wp-content/uploads/2012/07/Ground_pork_tacos_mango_salsa3.jpg,0.44392441692877843,0.588585206745703,-0.1446607898169246
mango tree food court logo,https://cdn2.f-cdn.com/contestentries/1265371/20937101/5a929ff43d858_thumb900.jpg,0.525869400319921,0.5751253923428783,-0.04925599202295727
mango juice in a glass and half a lime,https://us.123rf.com/450wm/lar01joka/lar01joka1907/lar01joka190700287/126633780-stock-vector-mango-juice-glass-and-a-fruit.jpg?ver=6,0.5581618050918302,0.6062106816766487,-0.04804887658481849
a bowl filled with mango salsa,https://www.theendlessmeal.com/wp-content/uploads/2019/08/Fresh-Peach-Salsa-3.jpg,0.5439332823081462,0.9112847489507417,-0.36735146664259555
"three bowls of rice topped with mangoes and sesame seeds, one of the bowls is filled with rice",https://www.kitschencat.com/wp-content/uploads/2019/03/PC-Mango-Sticky-Rice-Reshoot-4-680x1024.jpg,0.46048007376381705,0.607984051858494,-0.14750397809467697
an easy to make mango sorbet in a white bowl,https://www.creatingacuratedlife.com/uploads/4/2/8/6/42864615/8906467_orig.jpg,0.5720276640311124,0.737062294290082,-0.16503463025896958
a mango fruit cake for the 46th anniversary,https://i.pinimg.com/736x/a9/53/f2/a953f2fc4c7859fedbeb2e5154af3ae4.jpg,0.47446056366515516,0.5015442340582555,-0.02708367039310039
a bowl full of mangoes with two green ones on top,https://rosalietangonan.files.wordpress.com/2013/05/img_1027.jpg,0.6290907258875167,0.7180141680853825,-0.08892344219786585
woman in a store pointing at mangoes,https://ak6.picdn.net/shutterstock/videos/32298856/thumb/1.jpg,0.5360588784286321,0.5715191338215367,-0.03546025539290465
an image of the fruit of a mango plant,https://i.pinimg.com/736x/6b/0f/53/6b0f5387cc64a6f040a2e30bd0c99ca3--tree-clipart-fruit-illustration.jpg,0.6517195864283923,0.6655649253530675,-0.01384533892467521
mango hanging from a tree branch,http://c8.alamy.com/comp/KPT5A6/close-up-of-mango-on-a-mango-tree-KPT5A6.jpg,0.636391778913576,0.8427873998611511,-0.20639562094757513
mango sticky mascot design concept with a sad face,https://us.123rf.com/450wm/kongvector/kongvector1908/kongvector190804839/128459188-stock-vector-waiting-mango-sticky-rice-with-a-mascot.jpg?ver=6,0.4470655823596871,0.4434575508068746,0.003608031552812474
the black steel frame is topped with a round mango wood table top,https://cdn.shopify.com/s/files/1/1644/2175/products/F.E._-_End_Table_800x.jpg?v=1536780817,0.39060023198977073,0.4379364777929613,-0.04733624580319057
the blossoming leaves and flowers of the mango tree,https://img.freepik.com/free-photo/green-yellow-mango-flowers-tree_9635-1807.jpg?size=626&ext=jpg,0.5950199272593207,0.6345247731901097,-0.03950484593078896
"fresh mangoes, slices and mangoes on black wooden background flat lay flat top view",https://thumbs.dreamstime.com/b/mango-leaves-black-wooden-background-tropical-fruits-top-view-free-space-your-text-151183962.jpg,0.6647624706982032,0.5863388507378348,0.0784236199603684
"yellow curry made with fresh cut green mangoes, green chili and a lemon slice on a wooden background",https://image.shutterstock.com/image-photo/goan-king-barracuda-fish-curry-600w-754391287.jpg,0.5792693031472683,0.545591873827916,0.03367742931935236
the mango tree menu,https://d4t7t8y8xqo0t.cloudfront.net/resized/1080X/restaurant%2F111589%2Fmenu%2F111589_2.jpg,0.5373011360843212,0.6075249320790393,-0.07022379599471817
a bowl of indian mango rice pudding with pomegranates and sliced fruit,https://media-cdn.tripadvisor.com/media/photo-s/08/b9/b5/f1/bikaner-sweets-restaurant.jpg,0.4822505926827558,0.638543827430322,-0.15629323474756623
a wooden cutting board with grilled chicken and a jar of mango mango butter sauce,https://i.pinimg.com/736x/64/92/81/64928184d125791153179175a393f5a8--healthy-chicken-recipes-meat-recipes.jpg,0.44000417380833423,0.5042877083173166,-0.06428353450898239
