dataset_caption,pos_sims,neg_sims,url
a woman wiping kitchen surface with towels stock photos,0.44267784230623736,0.3557358445418841,https://thumbs.dreamstime.com/b/cleaning-wipe-cloth-hands-woman-kitchen-table-housekeeping-service-concept-disinfection-protection-177840353.jpg
"a mirror, light fixture, and two towels in a room",0.5823886689370688,0.5892179323222673,https://images1.apartments.com/i2/VxbAbDuk0cczXFlTpT0sOJujDBcmGbZvWkspcxEHg8A/117/3833-north-terrace-chattanooga-tn-new-fixtures-in-the-restroom.jpg
a bed with towels on it in a hotel room,0.6016590637907331,0.7542619914285678,https://cdn.renthub.in.th/images/uploaded/201509/20150909/apartment_pictures/normal/812d254185bc27e213c40018ccd93a92.jpg?1441763351
a gray kitten on blue towels in a vet,0.5146947501582757,0.5001197317746564,https://video-static-01.clipsyndicate.com/c9d2/2018/07/16/19/17/48bfc5bb4b9f486bb571d4a24de9adf6.jpg?co_id=890
a bathroom with white towels and toilet and sink,0.6173930910615046,0.5347511807394498,https://r-cf.bstatic.com/images/hotel/max1024x768/805/80581799.jpg
a man putting pink towels over the hood of his car,0.41522893322847154,0.41109891018322015,https://s11284.pcdn.co/wp-content/uploads/2020/04/mechanic-works-under-the-hood-2.jpg
browny tear - a - square paper towels with air venting,0.40493908960170805,0.4553867118615256,https://www.kroger.com/product/images/xlarge/front/0004200044174
there is a towel hanging on the door and some towels in the bathroom,0.6415365404350197,0.5654103337554215,http://static.flickr.com/3021/2605183135_d8aaa4293e.jpg
towels made by passengers in a train car,0.5045152876607832,0.5249017522067602,http://static.flickr.com/2356/2195290939_97eff1152c.jpg
a woman wrapped in towels in the shower,0.49035107895091656,0.5387596690071363,https://ak7.picdn.net/shutterstock/videos/13065977/thumb/1.jpg
two shelves with different types of towels and baskets,0.5236183771796605,0.4989941683418789,https://i.pinimg.com/736x/2a/e0/59/2ae059c5566b64625fa3e7fafa38d358--bathroom-storage-over-toilet-shelves-above-toilet.jpg
a diy crate is filled with handmade towels and cleaning utensils,0.44543581714017816,0.3938216074223689,https://3.bp.blogspot.com/-S2FpdZaf-hI/WMaXB653mcI/AAAAAAAAF98/Z4gxsZ_0rQYASg8Eodn_PPp7CJ3aPj0mQCEw/s1600/industrial-farmhouse-guest-room-basket-ideas.jpg
the bath towel company extra absorb towels with a roll of towels in a neutral set of four,0.5536964506311406,0.5527772082602596,https://b3h2.scene7.com/is/image/BedBathandBeyond/225549066588610p?$690$&wid=690&hei=690
a bathroom that has towels hanging over the shower,0.6540706637364012,0.644998356225549,https://r-cf.bstatic.com/images/hotel/max1024x768/214/214291966.jpg
two double beds with towels on them in the window,0.5069113836315754,0.5765900276098266,https://r-cf.bstatic.com/images/hotel/max1024x768/183/18376725.jpg
a couple of towels that are sitting on a shelf,0.6508351547114782,0.5719472116033275,https://photos.bringfido.com/lodging/1/0/3/140301/140301_13032553.jpg?size=stack&density=2x
a line of lounge beds with blue and white towels in front of palm trees,0.49022795100013794,0.5049640236710523,https://media-cdn.tripadvisor.com/media/photo-s/01/17/70/87/vip-beach.jpg
a folding chair with towels on it sitting on a deck,0.5557785464412843,0.45312731112362553,https://www.jebiga.com/wp-content/uploads/2013/05/Teak-Dania-Beach-Chair.jpg
the set of colored towels on a transparent background vector,0.649944778641327,0.5434916308278296,https://as1.ftcdn.net/jpg/01/98/61/30/500_F_198613072_FdBXB2WhjrfWNZrNlEavsJ8fhbLrE5MK.jpg
a bathroom with white towels and grey walls,0.6349903012489646,0.5423534885546617,https://images.trvl-media.com/hotels/17000000/16330000/16324800/16324778/13ad2d77_z.jpg
a bed with towels and red berries on it,0.48904530379980304,0.6447456313372283,https://r-cf.bstatic.com/images/hotel/max1024x768/902/90257408.jpg
a man and woman with towels on while talking on cellphones,0.3852116493258718,0.5506282976764482,https://i.pinimg.com/originals/91/c1/71/91c1716f9742d794961938402729222f.jpg
a stack of flour towels with red rooster designs,0.6725450163014126,0.4903866483917301,https://cdn11.bigcommerce.com/s-6p9l7l/images/stencil/1280x1280/products/235/774/Three_Red_Tea_Towels_High_Fiber_Etsy__52702.1434847243.jpg?c=2
a woman is loading her washing machine with towels in her hands,0.48748020476717774,0.4141295258953485,https://cdn.website.thryv.com/3943defb3a454f038138eb320dd2b83c/dms3rep/multi/21272795_302978026846284_4042706131974442463_o+%281%29.jpg
some folded towels sit on top of a chair,0.6719961962516646,0.5362625685987645,http://static.flickr.com/3119/3488219477_86d70e532c.jpg
towels sit on the counter in front of a round mirror,0.5966217583925707,0.5353924287970725,https://odis.homeaway.com/odis/listing/9dc9549d-7760-4973-a7fa-54824e9a07e2.c10.jpg
two beds with towels on top of them,0.6055772770326595,0.6350746615266867,https://q-cf.bstatic.com/images/hotel/max1024x768/154/154776325.jpg
two beds with towels on top of them,0.6055772770326595,0.6350746615266867,https://q-xx.bstatic.com/xdata/images/hotel/840x460/52801110.jpg?k=9aed44b8516c72874160be66f3455031a61c916bf77b10357b78e0839cbbad8f&o=
the sign on the dining room table that says towels and suits,0.5060579607783542,0.538944188809161,https://i.pinimg.com/originals/8c/14/04/8c14040c0ebebfea1760fbe7ffe98087.jpg
a hotel room with two beds and two towels on them,0.5220659271787189,0.6563735710502777,https://q-cf.bstatic.com/images/hotel/max1024x768/251/251616518.jpg
white towels and towels in a bathroom with red flowers on the shelf,0.601022715393745,0.6632151205683918,https://i2.wp.com/alicewingerden.com/wp-content/uploads/2018/08/How-to-Stage-a-Bathroom-to-Sell-a-House.jpg?resize=960%2C640&ssl=1
"the blue and white towels set are made from 100 % of the original dish cloths, with the lines",0.47955496299810824,0.4704367062163819,https://images-na.ssl-images-amazon.com/images/I/81HENaxsdOL._SL1500_.jpg
"a bathroom with flowers on the counter, and towels above the sink",0.49516635902586487,0.6081602185969254,http://static.flickr.com/3093/2902726922_748253398d.jpg
colorful towels in a market on a mountain side,0.5166880789311589,0.5685279898190039,http://static.flickr.com/1219/4601573932_0968c0f0dd.jpg
bed with two towels on top of it,0.6149079962329528,0.6349223928994074,https://r-cf.bstatic.com/images/hotel/max1024x768/211/211698658.jpg
bounty paper towels with the $ 3 per sheet price,0.3298856287991538,0.38495521096021623,https://i5.walmartimages.com/asr/bb2493a0-5d8e-416e-9b4d-b89ad2bcdb2c_1.44723ec03175a46659e5a1b01cdb9d93.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF
a bed with white towels and a light brown headboard,0.5880220947098662,0.5675919133300359,https://r-cf.bstatic.com/images/hotel/max1024x768/137/137049157.jpg
a pile of white folded towels are sitting on a bed,0.7846253168023881,0.6129257561864264,https://haven.ssl.cdn.sdlmedia.com/16425.jpg?width=1440&qualitylevel=50
"a maid with folded towels in her hands, stands next to the bed",0.5675450582363127,0.549206343979983,https://img.freepik.com/free-photo/smiling-young-chambermaid-with-stack-clean-towels-standing-near-bedroom-hotel_23-2148033233.jpg?size=626&ext=jpg
a hotel bed with towels and a white towel,0.6732436967620599,0.7473790082339345,https://r-cf.bstatic.com/images/hotel/max500/232/232541009.jpg
a bed with rolled up towels and flowers on it,0.5829366704524037,0.7597027263172738,https://images.trvl-media.com/hotels/9000000/8790000/8780100/8780004/60258ab6_z.jpg
the two towels that are folded out,0.688780637634814,0.5741615800007545,https://static.zarahome.net/8/photos3/2018/V/4/1/p/0011/013/538/0011013538_1_1_3.jpg?t=1512467181173
the bathroom has two towels hanging on a rail and white tiles,0.5791537663788405,0.5679706022814297,https://www.rci.com/static/Resorts/Assets/A264I04L.jpg
this is not an image of an actual product you have the same dog towels in the package as pictured on,0.3985784892385336,0.49440490235011025,https://cdn.shoplightspeed.com/shops/616591/files/17919829/800x1024x1/kitchen-tea-towel-i-just-want-all-the-dogs.jpg
two twin beds in a hotel room with folded towels on the bed,0.5518097320723088,0.6517317306317478,https://media-cdn.tripadvisor.com/media/photo-s/06/60/38/5e/the-olde-swan-hotel.jpg
folded linen towels piled up on a chair,0.6879586452122429,0.5375189902982338,https://www.ikea.com/images/various-towels-in-gray-pink-and-white-stacked-on-a-dark-gray-05b4bee4707ae1d29542af5cbdd8a883.jpg?f=s
a bed with two flower arrangements made of towels and two other flowers,0.4851148473555312,0.7381633298470497,https://q-cf.bstatic.com/images/hotel/max1024x768/196/196440584.jpg
girls in the bathroom with towels on their heads,0.4386711118689243,0.5409466836766319,http://static.flickr.com/1180/538849851_7d30385d28.jpg
a stack of folded towels on the shelf,0.8011817763501954,0.5560858262142363,http://l7.alamy.com/zooms/e49eb7e30fe848baba97cadc7e3fea6d/blue-towels-on-the-shelf-in-the-closet-hxn2rd.jpg
a small bathroom with shelves above the toilet and towels on it,0.5086462745421546,0.5809030574584575,https://listingmore.com/wp-content/uploads/2016/08/over-the-toilet-storage-ideas/27-over-the-toilet-storage-ideas.jpg
